arxiv_id,title,abstract,authors,published,citations,pdf_url,primary_category
2604.16259v1,Beyond Distribution Sharpening: The Importance of Task Rewards,"Frontier models have demonstrated exceptional capabilities following the integration of task-reward-based reinforcement learning (RL) into their training pipelines, enabling systems to evolve from pure reasoning models into sophisticated agents. However, debate persists regarding whether RL genuinely instills new skills within a base model or merely sharpens its existing distribution to elicit latent capabilities. To address this dichotomy, we present an explicit comparison between distribution sharpening and task-reward-based learning, utilizing RL as a tool to implement both paradigms. Our analysis reveals the inherent limitations of distribution sharpening, demonstrating from first principles how and why the optima can be unfavorable and the approach fundamentally unstable. Furthermore, our experiments using Llama-3.2-3B-Instruct, Qwen2.5-3B-Instruct and Qwen3-4B-Instruct-2507 on math datasets confirm that sharpening yields limited gains, whereas incorporating task-based reward signal can greatly help achieve robust performance improvements and stable learning.","['Sarthak Mittal', 'Leo Gagnon', 'Guillaume Lajoie']",2026-04-17,0,https://arxiv.org/pdf/2604.16259v1,cs.LG
2604.16256v1,Do Vision-Language Models Truly Perform Vision Reasoning? A Rigorous Study of the Modality Gap,"Reasoning in vision-language models (VLMs) has recently attracted significant attention due to its broad applicability across diverse downstream tasks. However, it remains unclear whether the superior performance of VLMs stems from genuine vision-grounded reasoning or relies predominantly on the reasoning capabilities of their textual backbones. To systematically measure this, we introduce CrossMath, a novel multimodal reasoning benchmark designed for controlled cross-modal comparisons. Specifically, we construct each problem in text-only, image-only, and image+text formats guaranteeing identical task-relevant information, verified by human annotators. This rigorous alignment effectively isolates modality-specific reasoning differences while eliminating confounding factors such as information mismatch. Extensive evaluation of state-of-the-art VLMs reveals a consistent phenomenon: a substantial performance gap between textual and visual reasoning. Notably, VLMs excel with text-only inputs, whereas incorporating visual data (image+text) frequently degrades performance compared to the text-only baseline. These findings indicate that current VLMs conduct reasoning primarily in the textual space, with limited genuine reliance on visual evidence. To mitigate this limitation, we curate a CrossMath training set for VLM fine-tuning. Empirical evaluations demonstrate that fine-tuning on this training set significantly boosts reasoning performance across all individual and joint modalities, while yielding robust gains on two general visual reasoning tasks. Source code is available at https://github.com/xuyige/CrossMath.","['Yige Xu', 'Yongjie Wang', 'Zizhuo Wu', 'Kaisong Song', 'Jun Lin', 'Zhiqi Shen']",2026-04-17,0,https://arxiv.org/pdf/2604.16256v1,cs.CV
2604.16252v1,Universal dualities for Wilson loops in lattice Yang-Mills,"We identify a universal finite-$N$ structure underlying Wilson loop expectations in lattice Yang-Mills, in any dimension $d\geq 2$, for gauge group $\mathrm{U}(N)$, and for arbitrary smooth central plaquette actions. The starting point is a state-sum expansion in plaquette labels by irreducible representations, in which each term factorizes into an action-dependent spectral weight and an action-independent topological coefficient. We then analyze these coefficients in three exact ways: as a gauge/string expansion over decorated spanning surfaces, as a local spin-foam/channel model on the dual incidence graph, and as a universal finite-$N$ master loop equation that closes on the coefficient side. As a consequence, several recent Wilson-action results are recovered as specializations of our broader action-agnostic framework.",['Thibaut Lemoine'],2026-04-17,0,https://arxiv.org/pdf/2604.16252v1,math-ph
2604.16249v1,"Prebiotic Chemistry Insights for Dragonfly II: Thermodynamic Favorability of Nucleobases, Ribose, and Fatty Acids in Selk Crater on Titan","Saturn's moon Titan is a prime destination for investigating prebiotic chemistry beyond Earth, particularly at impact crater sites where transient liquid water may have enabled aqueous reactions between organic molecules. Selk crater represents one such environment and is a primary target of NASA's Dragonfly mission. Here, we present a thermodynamic assessment of nucleobases, ribose, and fatty acids formed from simple atmospheric precursors (HCN and C2H2) within a Selk-sized aqueous melt pool across varying ammonia (NH3) abundances. We find that ammonia acts as a chemical gatekeeper for molecular accessibility. In NH3-free systems, accessibility is restricted to adenine and butanoic acid. Once >=1% NH3 is introduced, all investigated molecular classes become thermodynamically accessible. Distinct molecular classes have different NH3 sensitivities: nucleobases, ribose, and C2-C6 fatty acids yield peaks at 1% NH3, and C7-C12 fatty acids yield peaks at 2% NH3. The modeled preference for pyrimidines vs. purines and monotonic decline of fatty acid abundance with chain length qualitatively mirror patterns observed in carbonaceous meteorites and returned asteroid samples. We show how molecular distributions and cross-class correlations may provide indirect constraints on Selk's past aqueous environment, help constrain past ammonia availability, and distinguish abiotic production from potential anomalies. By coupling thermodynamic predictions with an assessment of Dragonfly's mass spectrometer (DraMS) capabilities, we posit concrete, testable predictions for evaluating Selk's prebiotic potential in situ.","['Ishaan Madan', 'Ben K. D. Pearce']",2026-04-17,0,https://arxiv.org/pdf/2604.16249v1,astro-ph.EP
2604.16248v1,Where Do Vision-Language Models Fail? World Scale Analysis for Image Geolocalization,"Image geolocalization has traditionally been addressed through retrieval-based place recognition or geometry-based visual localization pipelines. Recent advances in Vision-Language Models (VLMs) have demonstrated strong zero-shot reasoning capabilities across multimodal tasks, yet their performance in geographic inference remains underexplored. In this work, we present a systematic evaluation of multiple state-of-the-art VLMs for country-level image geolocalization using ground-view imagery only. Instead of relying on image matching, GPS metadata, or task-specific training, we evaluate prompt-based country prediction in a zero-shot setting. The selected models are tested on three geographically diverse datasets to assess their robustness and generalization ability. Our results reveal substantial variation across models, highlighting the potential of semantic reasoning for coarse geolocalization and the limitations of current VLMs in capturing fine-grained geographic cues. This study provides the first focused comparison of modern VLMs for country-level geolocalization and establishes a foundation for future research at the intersection of multimodal reasoning and geographic understanding.","['Siddhant Bharadwaj', 'Ashish Vashist', 'Fahimul Aleem', 'Shruti Vyas']",2026-04-17,0,https://arxiv.org/pdf/2604.16248v1,cs.CV
2604.16246v1,Bridging Atomistic and Continuum Descriptions of Nanoscale Dislocation Loops in Tungsten,"In order to predict the long-term effects of irradiation on the material properties of tungsten, a continuum approach to simulating the interactions of dislocation loops, which arise from radiation damage, is proposed. Continuum models of the displacement, strain and stress fields produced by dislocation loops exhibit unphysical singularities near the defect core, but are thought to accurately capture atomistic displacements in the far-field. A linear elastic model of nanoscale dislocation loops in tungsten is developed, and the model is verified using atomistic simulations to ensure that the model is informed by lower-length scale phenomena such that the physics of the problem is correctly captured. We discuss the model and its advantages, and show that predictions produced by atomistic simulations do indeed agree well with the far-field behaviour of the continuum model when dislocation loops are far from material boundaries. In particular, we robustly demonstrate that the decay rate of atomistic results and continuum results coincide with one another, and show that the results converge as the size of the atomistic simulations approach the far-field limit.","['Joseph Duque Lopez', 'Sergei Dudarev', 'James Kermode', 'Thomas Hudson']",2026-04-17,0,https://arxiv.org/pdf/2604.16246v1,cond-mat.mtrl-sci
2604.16243v1,"Find, Fix, Reason: Context Repair for Video Reasoning","Reinforcement learning has advanced video reasoning in large multi-modal models, yet dominant pipelines either rely on on-policy self-exploration, which plateaus at the model's knowledge boundary, or hybrid replay that mixes policies and demands careful regularization. Dynamic context methods zoom into focused evidence but often require curated pretraining and two-stage tuning, and their context remains bounded by a small model's capability. In contrast, larger models excel at instruction following and multi-modal understanding, can supply richer context to smaller models, and rapidly zoom in on target regions via simple tools. Building on this capability, we introduce an observation-level intervention: a frozen, tool-integrated teacher identifies the missing spatiotemporal dependency and provides a minimal evidence patch (e.g., timestamps, regions etc.) from the original video while the question remains unchanged. The student answers again with the added context, and training updates with a chosen-rollout scheme integrated into Group Relative Policy Optimization (GRPO). We further propose a Robust Improvement Reward (RIR) that aligns optimization with two goals: outcome validity through correct answers and dependency alignment through rationales that reflect the cited evidence. Advantages are group-normalized across the batch, preserving on-policy exploration while directing it along causally meaningful directions with minimal changes to the training stack. Experiments on various related benchmarks show consistent accuracy gains and strong generalization. Web page and source code will be available at https://github.com/JethroJames/FFR.git.","['Haojian Huang', 'Chuanyu Qin', 'Yinchuan Li', 'Yingcong Chen']",2026-04-17,0,https://arxiv.org/pdf/2604.16243v1,cs.CV
2604.16242v1,Detecting and Suppressing Reward Hacking with Gradient Fingerprints,"Reinforcement learning with verifiable rewards (RLVR) typically optimizes for outcome rewards without imposing constraints on intermediate reasoning. This leaves training susceptible to reward hacking, where models exploit loopholes (e.g., spurious patterns in training data) in the reward function to achieve high scores without solving the intended task. These reward-hacking behaviors are often implicit, as the intermediate chain-of-thought (CoT) may appear plausible on the surface, limiting the effectiveness of purely text-based monitoring. We propose Gradient Fingerprint (GRIFT), a method for detecting reward hacking using models' internal computations. Given a prompt and a model-generated CoT, GRIFT computes gradients of the CoT conditioned on the prompt and compresses them into a compact representation, which is then used to assess whether the CoT reflects reward hacking behavior. Across verifiable reasoning benchmarks spanning math, code, and logical reasoning, GRIFT substantially outperforms strong baselines, including CoT Monitor and TRACE, achieving over 25% relative improvement in detecting reward hacking behavior. Moreover, integrating GRIFT into the rejection fine-tuning pipeline for reasoning tasks reduces reward hacking and improves performance on the true task objective. Our results highlight a promising direction of leveraging gradient level representations for assessing the quality of CoT reasoning traces. Our code is available at: https://github.com/songtao-x/reward_hack.","['Songtao Wang', 'Quang Hieu Pham', 'Fangcong Yin', 'Xinpeng Wang', 'Jocelyn Qiaochu Chen', 'Greg Durrett', 'Xi Ye']",2026-04-17,0,https://arxiv.org/pdf/2604.16242v1,cs.LG
2604.16241v1,BAGEL: Benchmarking Animal Knowledge Expertise in Language Models,"Large language models have shown strong performance on broad-domain knowledge and reasoning benchmarks, but it remains unclear how well language models handle specialized animal-related knowledge under a unified closed-book evaluation protocol. We introduce BAGEL, a benchmark for evaluating animal knowledge expertise in language models. BAGEL is constructed from diverse scientific and reference sources, including bioRxiv, Global Biotic Interactions, Xeno-canto, and Wikipedia, using a combination of curated examples and automatically generated closed-book question-answer pairs. The benchmark covers multiple aspects of animal knowledge, including taxonomy, morphology, habitat, behavior, vocalization, geographic distribution, and species interactions. By focusing on closed-book evaluation, BAGEL measures animal-related knowledge of models without external retrieval at inference time. BAGEL further supports fine-grained analysis across source domains, taxonomic groups, and knowledge categories, enabling a more precise characterization of model strengths and systematic failure modes. Our benchmark provides a new testbed for studying domain-specific knowledge generalization in language models and for improving their reliability in biodiversity-related applications.","['Jiacheng Shen', 'Masato Hagiwara', 'Milad Alizadeh', 'Ellen Gilsenan-McMahon', 'Marius Miron', 'David Robinson', 'Emmanuel Chemla', 'Sara Keen', 'Gagan Narula', 'Mathieu Laurière', 'Matthieu Geist', 'Olivier Pietquin']",2026-04-17,0,https://arxiv.org/pdf/2604.16241v1,cs.CL
2604.16233v1,Jet-Density of Finite-Gap Solutions for Classes of BKM Systems,"We show that jets of initial data can be approximated up to arbitrary order by finite-gap solutions for classes of so-called BKM systems of PDEs introduced by Bolsinov--Konyaev--Matveev, which include classical PDEs such as KdV, Kaup--Boussinesq and Camassa--Holm. Finite-gap solutions are obtained via a finite-reduction map, defined algebraically, which sends solutions of a Stäckel system to solutions of the BKM PDE. For the classes containing KdV and Kaup--Boussinesq we obtain full jet-surjectivity via a triangular structure, whereas for the class containing Camassa--Holm we establish jet-surjectivity on an open set of initial data over $\mathbb{R}$ and a Zariski-open (dense) set over $\mathbb{C}$.","['Manuel Quaschner', 'Wijnand Steneker']",2026-04-17,0,https://arxiv.org/pdf/2604.16233v1,math.AP
2604.16225v1,Batalin-Vilkovisky quantization with an angular twist,"We construct cubic scalar field theory on $λ$-Minkowski space by combining the Batalin-Vilkovisky formalism with harmonic analysis, and produce two inequivalent noncommutative quantum field theories. The braided theory is based on a braided $L_\infty$-algebra whereby covariance dictates a spectral decomposition into cylindrical Bessel functions that diagonalise the angular Drinfel'd twist; in this theory we find the usual logarithmic ultraviolet divergences and confirm the absence of UV/IR mixing. The standard noncommutative theory is based on a classical $L_\infty$-algebra; in this theory we relate the spectral decompositions into plane wave and cylindrical harmonic eigenmodes of the Klein-Gordan operator, we verify the planar equivalence theorem, and we demonstrate a periodic form of UV/IR mixing in which non-planar correlators are generically ultraviolet finite but become non-analytic on an infinite lattice of exceptional momenta.","['Djordje Bogdanović', 'Marija Dimitrijević Ćirić', 'Richard J. Szabo']",2026-04-17,0,https://arxiv.org/pdf/2604.16225v1,hep-th
